"","Xstart","Xstop","Aalpha","Abeta","Balpha","Bbeta","Hilln","Bthreshold","cpp"
"16",1.42847361234108,8.1462633526075,5.80079755135102,3.07514691874076,5.91743343595681,2.1898664046239,227.495670162216,4.62570237994441,1
"17",3.31332072490627,7.79265470832033,6.93078098028309,4.15621325665597,4.75531021130337,6.67486162253681,169.629609938538,3.59435013206166,1
"18",2.45873597320301,7.69191434744957,2.52364625199789,5.5920411674424,7.47667071126216,3.23943006245827,104.716363705093,4.42991205017279,1
"19",1.35957402825643,7.37310600992382,5.19725503300378,2.00693354751365,3.02966506276789,4.74783041858245,125.979532986439,6.72295415624376,1
"20",3.96232745688117,7.3289451339233,7.45243611425849,4.75499383322585,7.28545491730983,7.89591976245902,221.480065955475,7.85610102683677,1
"21",1.5045351504853,5.94849198370525,6.79950849626948,3.49743448320623,3.70697705257498,3.37962008711202,180.471857238613,4.36496161586547,1
"22",4.08420014235053,6.13505461262198,4.03696374676656,5.97894909293245,4.20911451525171,5.38167083506323,204.381784334405,6.59392377175209,1
"23",1.52494837650788,6.48882613960882,6.52702372061867,8.18458457993529,7.6860589143098,3.42520942053397,95.6788895655518,5.74338436286325,1
"24",1.69930928829899,6.86621843688449,7.04978992373526,7.13154024049345,5.89770983547623,2.63267827913751,157.218654484363,2.7051073091252,1
"25",2.81366727042691,6.44862274374091,4.26325589443877,5.19936231525662,8.43344214106764,1.66764767639961,164.304642528473,6.99628551134992,1
"26",3.23243237906518,8.06691188688938,6.8524257695708,6.38964051232051,0.970867504347552,2.54911348351015,128.856264340898,6.52055853827278,1
"27",1.05710714847264,6.41350608126727,5.51268574758979,5.2546959852225,3.24522879395772,7.23077459384513,145.18849393939,4.04803998845182,1
"28",1.27176180494116,6.45805129192317,3.27412287882908,2.95924717501293,7.25049052849045,4.50754284845061,189.826182274433,1.38228812304078,1
"29",4.29409749104238,6.49396513036122,2.57492540924886,5.17068836268663,5.54207424593642,3.82212364310817,81.4889893228883,2.68366235088251,1
"30",1.93958922008928,8.21790049996744,3.64791570718808,2.54831311568978,7.93707609710054,4.79097868374083,122.075899930678,7.04363752899553,1
"31",2.02272486054949,8.10172927167127,4.24478157802241,6.72692521796307,2.97932201093317,7.07316802691366,92.6877331543983,3.90004273905561,1
"32",2.20652354691101,8.24625257981506,3.58547202159116,4.92328080734296,4.15372796727297,5.52229152935524,222.685355296881,4.80994932449448,1
"33",4.24457982219387,6.84894958802547,5.38087314236236,6.54751215453871,6.88563006564891,3.57076852834325,156.165312279713,5.88329931270437,1
"34",1.76682405068891,6.0674447728562,2.7005590309227,5.11177046692865,1.38039081811712,2.91988461101482,238.086228217767,5.79212374827421,1
"35",0.86698381855881,6.1027287974026,7.18595907256713,2.98994426273111,6.70220054092624,6.89862743009144,259.403442758567,3.97909788522156,1
"36",1.55738040352508,6.28150550993428,7.34152123453441,7.55023309086937,4.64667079192168,2.71139045614746,173.386866235082,7.52986801757288,1
"37",1.3176707908463,7.79736978935621,5.28197456648286,3.20053003614248,4.99778548749873,5.50259029148037,131.867876909414,1.90993336402244,1
"38",3.49307086014114,6.20138656322229,5.69047534578658,6.59877257304288,5.24741044274833,5.03473578089142,176.807336213305,3.23916341753375,1
"39",3.00806188404445,6.76669588550053,8.27181011777157,5.14138939580334,8.89707350342633,7.83899009490142,167.276237534634,5.00388788153941,1
"40",2.40744666741425,7.39341595472961,6.87454627023726,6.47574133823127,5.87445772534011,4.66963071546616,62.9786599390854,8.1814268909875,1
"41",4.11292683818415,5.74950871008359,4.76599570817598,3.288961760245,1.70886646199506,5.61933799438066,162.003852503262,6.60766282332588,1
"42",2.51840173608803,7.54299231096716,5.45380137513803,7.01935842608691,8.20023842561568,6.24147107950648,87.6946896927802,2.91388432749955,1
"43",4.00035680062765,5.81039338369683,8.01724659909723,5.0568442393751,7.06512632522845,4.65511105766836,66.9642147388504,2.96774726536569,1
"44",1.00484613748977,7.81274551927645,2.31603425095727,6.0470986871178,7.03483699689968,2.32580274768225,131.17778725044,1.94873587724942,1
"45",4.03735156837051,6.8216392618549,3.37887409275027,2.21349721020488,6.86146436626132,4.40200708151679,154.39389683339,4.74146511820891,1
"46",2.59647061510673,7.38789538334358,4.04697399404995,6.60736429159897,2.86299515701558,3.08899820016904,150.933602494597,6.33688684300523,1
"47",1.14527426728027,6.25935948858264,3.21488316309114,1.89512914203533,5.65135606687363,2.83675211056106,81.3028704507951,6.82800551426681,1
"48",1.19761095720073,6.37649263557491,4.30262482766921,8.09758212129964,3.05599517963856,6.62643303666755,48.2200767182167,4.30944882881249,1
"49",3.10796094932221,6.66284670782879,1.97717523166375,6.96773391987335,6.47392151266558,8.34985900102765,193.061548098822,6.94115745637646,1
"50",2.40146699356783,8.53065606429918,5.24223659753716,3.26534862199424,4.08905043651885,7.94088728391671,163.793635182287,6.68619638669043,1
"51",1.18800903436404,7.8217259391402,7.73548391347958,4.42620333233208,3.67530097632425,8.08794606532501,233.529521362257,3.8331284629021,1
"52",2.06866073355768,5.64382333208532,3.46465158254432,8.57095013020626,3.60891883027307,2.58552898137168,210.765914574363,6.97240516512011,1
"53",4.55503104581458,8.35933177759821,6.13871214213304,4.7043804535906,3.73079022876027,5.36599228583327,212.888908095997,7.2475084888265,1
"54",3.14985827754858,8.17850384922549,3.19508294099705,1.86256283378953,0.899352725432436,1.85749569594009,216.529991353023,1.53298495900344,1
"55",2.31607870301673,8.3919327040735,1.46418768943477,6.32201636175068,1.61402451369668,2.67262541823584,96.2010484352095,6.26586673271049,1
"56",2.43405250738183,7.30563979828071,7.27255058069659,1.92522615730468,1.80843448251835,7.6428707660898,101.142673721174,3.10606928846482,1
"57",1.65486947222662,7.18473026838319,4.1844550841779,3.65048827801729,2.07345197943596,7.52339788539757,255.19425361565,5.70105825829614,1
"58",3.63866943501644,6.27990700273153,7.99369163340089,3.46387070021592,4.83197097981702,5.62720367200654,245.637697422085,8.06847934586131,1
"59",4.18710970688539,5.91875901596381,8.34163480294592,5.47547490015859,3.14314481835027,7.99400645396872,65.0225267146743,2.87014950783941,1
"60",3.19762508887811,7.51820640378442,7.77692755673797,5.23254139618075,4.29174743284875,2.28221815329562,273.981468522011,1.48112500731258,1
"61",1.73877234022016,7.33400346147405,7.81865871602349,4.17074934651737,6.2935635271424,2.23615849007729,144.45363477741,6.55150490575124,1
"62",1.76423876477475,6.03194747263092,2.7952587469008,3.61028948553667,6.55294603464881,4.10943193601724,246.94881280132,4.47124264762806,1
"63",1.35276417666082,7.03386321910521,6.77462508529516,6.14343777575414,5.85660622803971,7.13405133248216,149.446104037715,6.9309446601028,1
"64",4.13361482727905,5.61927140627831,1.54949827438941,7.58626310821001,8.05358907971822,6.45033648394019,166.207907965118,3.4407503737566,1
"65",4.01539996985625,7.78014793795664,4.20150084803481,2.50124377744669,6.60967541448827,8.71153531469645,188.426134725769,8.2031435657882,1
"66",3.28395759465729,5.98500637317593,5.36564298112353,4.91286232535913,7.59457798859785,2.15813954626356,63.330268384816,5.34194498300621,1
"67",2.33918708103452,5.65903766088941,4.75837032640811,2.83130607850126,4.1162853235528,6.06760458023018,129.721409464701,8.19078587764125,1
"68",3.79907848978619,7.24982941432377,8.37890808386874,8.1089603899909,1.9114915191949,5.44846195779428,114.921512293113,7.42730737642432,1
"69",3.81805168820501,6.41785001105309,1.60012957705021,7.41832405925379,5.95168220650521,3.07360480908301,250.093440956739,5.3098038375083,1
"70",3.26322379006424,8.09582634767439,7.1595915074704,0.937508830379556,7.21162955048385,4.22867662983208,223.914078557746,3.66688159414934,1
"71",4.09705739775522,7.31900655649679,2.24148809351846,3.45102731919269,2.6705025866886,8.33967850271165,224.615449778166,7.39497320937062,1
"72",2.3632696118073,8.30181550290267,4.14338960221357,4.66904448732294,5.75865125978453,4.32740579100027,192.008782829685,8.86036101057016,1
"73",3.50497190890787,7.69803934948654,2.73510555909525,2.85664639075549,2.76944783410727,6.99952516767553,80.4988481782721,2.32020870335418,1
"74",3.65300546099934,8.05964537893833,5.43984493358039,2.74869251178643,8.55894871690907,3.72884916345356,117.865009740262,6.90397063245655,1
"75",3.29197471410498,7.71196569922599,1.16422337177937,4.5769140433049,3.14789762728651,8.21145777972106,217.807245143431,2.67144925761841,1
"76",1.97175395609861,8.42131297515907,7.80268963892013,8.22706535273937,5.73997474285079,3.05351511052322,182.726225110364,0.617954386980273,1
"77",1.91895150101782,6.17519305198816,3.01772818297195,2.91641015182449,8.53183070129944,3.43983767928876,206.502580898223,9.07152858183963,1
"78",1.58243692242886,6.00453469994595,4.37110619906434,3.58524938049868,7.42763376712901,6.73298784274266,125.353493681168,4.69143897079448,1
"79",3.71444788585181,6.30506695960694,7.41304698380191,7.25346363607969,4.41387241182838,2.9728124739222,57.5217131688123,2.1146791341107,1
"80",4.23278134386414,5.72388863943675,2.72320531166315,3.89773207681628,0.976768083464776,3.59838529626359,129.395200837266,3.01361439838274,1
"81",2.08455357277667,6.25599527599488,8.51147631039566,1.45664276679327,8.82992534191089,6.30174304017146,186.723264179036,4.67349679746803,1
"82",1.66434115649513,6.52598829780841,1.37454340410841,8.89343585612096,4.87953315177947,2.68373357797373,71.8877897313314,2.8992264102817,1
"83",1.12890754136943,5.78110688419501,0.461863087125494,6.98232589208146,3.23470322966841,7.39656864513563,83.2130914463414,4.91679664883577,1
"84",4.46851531064894,5.88225122178096,9.28642283145564,8.00853956459832,5.99040932603657,5.06881633421017,182.963395831453,6.14479778215355,1
"85",2.71866352380784,8.29337118719814,5.22595016321702,2.12762231597026,8.02883706702232,8.43097123916777,152.829270840439,3.52153547420585,1
"86",3.12496210265281,6.65011095749119,2.41360093790718,8.36475099331892,8.24661136889517,7.69870169925071,112.029598436052,0.3503219069853,1
"87",3.46482513870424,6.63953565434831,2.83971795573052,6.81369205353349,8.10067712399359,5.74075536549117,89.023763745854,5.60299548845251,1
"88",1.50832679012265,7.93363072531565,5.49031014023967,6.94013152004118,4.25481944459079,2.52256766814298,87.5788168276495,1.63420601194048,1
"89",2.53783234059624,6.38687681458828,6.31523233618736,8.62298689747604,7.60957984954985,7.66899176082006,234.72314855388,3.13626088387991,1
"90",2.96540042305323,8.0903420016627,6.02624242983438,4.2770503641259,8.63660041232379,2.09673418401508,54.7368939276475,2.40077897801257,1
"91",2.39094792995838,8.27703454032849,2.05029588739762,2.30350691723743,5.22482996542294,4.35863531858104,127.108406052971,3.78715374921285,1
"92",3.51416937384456,6.56117842519911,2.20178849598597,4.56454919045427,1.26633768168176,4.97848111445819,236.753824006605,4.13236846602103,1
"93",1.46077739942079,6.02676157629244,2.08376663876152,0.912239770013912,4.07882116663131,6.10882989360107,134.784193141309,6.19980228259919,1
"94",1.78838131082812,7.05595946660806,7.01409461195908,8.860714270877,2.15383342912901,7.49338369168981,229.940898245272,7.28158547954081,1
"95",4.1514405422517,7.98724544377255,4.39089063533629,2.33275517957736,2.4187428905725,4.34519849489334,86.0029218980753,7.40419653109257,1
"96",4.16107211011804,5.6796136531153,6.38367933903737,7.33198873712354,3.92083212419948,2.78942185803317,235.204818900229,2.01331714310527,1
"97",2.68606718573201,8.42019638232341,8.15157351407834,7.17907574852234,3.09580432581242,6.84553475418397,180.824420908129,5.62372129101277,1
"98",2.57784499389263,8.15665467249146,6.74128261968235,8.17680139175991,4.77413461277592,2.93824238719935,260.374185709361,6.35114500398686,1
"99",1.39577077588137,8.38186452826681,4.90890503703213,5.68460397959825,1.18484699392411,6.2713770587925,195.774719261285,1.55940645327064,1
"100",2.7914511063901,6.85404753959879,3.00680186252521,2.75771291910132,6.2406989757028,0.347770119033157,136.748517469678,5.50682593376223,1
"101",4.4620212670151,7.54776787754345,8.25884748374392,1.26401780111792,7.15918521990716,8.31492606436768,56.9681664973177,4.01525513525939,1
"102",4.53581029483867,5.83675720497704,1.68868378901152,2.51995952772631,5.99876619265615,6.01773208802115,181.462566763503,7.94561491222794,1
"103",3.87168441753879,7.56437240882728,3.10201198524737,2.46191887159966,0.621603507602231,1.14473847557747,91.0198182111753,1.32165066531797,1
"104",2.62577486205896,7.00826603443788,8.41601540897955,4.31583193882943,7.00135240345844,8.89964093234994,106.107984935516,1.62071892485073,1
"105",3.77612977608742,6.70168053996717,7.12552282398065,4.48189233156882,1.38922101979915,2.51062289838046,172.775224969478,7.55241309964276,1
"106",3.39771824047602,6.15042071825806,1.94309629510371,0.864090721552202,4.1772756399132,8.19581294521413,88.3749307246308,3.67646721708752,1
"107",0.404436032389594,7.87284493138086,6.79326720397512,6.37739064556172,5.36949451389773,6.75926696456372,158.134190809201,2.80291624315851,1
"108",1.47807621056977,7.271804990695,7.24562502474328,7.48199153366841,1.22705768467313,7.10911004183345,106.653860994006,5.93149564466785,1
"109",1.08778163566262,6.55404087520501,6.08333952281555,2.7957819239009,4.19224433458567,1.90697186985744,279.398437704272,5.20832627077652,1
"110",3.81251192619798,7.23551493089558,8.06886566769663,7.95567234524242,1.508876253165,7.81341839433026,51.9206246053318,3.58561540912433,1
"111",3.56034917861552,6.0819980221735,4.00955811835956,1.82196442917302,4.51106640902253,2.65158209865149,60.5652295803338,4.58737141748315,1
"112",1.44162040606257,5.33724338395541,2.28472911238896,3.95953453145921,3.5552127869596,3.17887071688347,168.469393583446,2.88932822229981,1
"113",1.93574341523931,8.11452916773774,4.82031495799674,1.83860459489097,6.34997399619806,4.37777933291272,31.7723284586145,8.61184228656839,1
"114",3.67095037460263,8.36236673990302,6.18593948183843,4.09683192381181,5.26150943750963,5.89648922882589,39.6371692515731,3.90806545940904,1
"115",2.56223344418058,8.2555959737706,6.07002485913199,2.69981488390385,1.9160010947644,4.30425243993795,200.279124468188,8.1384327599153,1
"116",3.69939631468274,7.84556626615199,6.63461298875973,6.2655124827279,8.76320133133504,6.65414060368676,41.6452667588555,6.56653818750328,1
"117",1.09920282607327,7.48089246703785,1.34143109318302,6.52948038561135,4.23293493572146,1.48490989966831,141.808271652508,4.98403967248578,1
"118",4.59261697322704,6.08284919813027,6.70991954099463,1.42721655405694,2.58715819883037,4.04954573583382,176.180419490729,1.49034793709689,1
"119",3.82725073140186,7.66955327687779,3.14620555382589,6.74759411878767,3.41766616783389,4.77697030201398,257.121115211653,6.11836097714786,1
"120",0.783445900013748,7.6419157418904,8.94045288998313,1.74742215553124,2.33138080424396,7.75101170208927,203.102700045506,1.20843880282337,1
"121",2.81917694648919,6.24611558440033,4.79403517162154,6.03050664165039,3.33941558490096,7.20047133087519,177.221488305122,0.823151551157935,1
"122",1.04582878826031,6.74997237795146,7.67696815558793,1.61844665605713,3.10822706520412,1.25547959987216,191.420993091124,1.66590371737584,1
"123",4.38997905181332,8.20018240583568,8.22656582055515,6.18191454043881,2.70482894148245,1.62444169364335,60.1221222348931,8.29884209341799,1
"124",1.23581706019609,7.74737857910845,5.32456419315622,6.64057267484168,7.38577745607927,2.57728185565156,149.29052419101,9.281411868742,1
"125",2.86379322212256,5.52460574497663,3.3537805062906,7.10902768725191,5.28848943740286,4.70470466714687,94.1665128329123,2.09059761825756,1
"126",2.27534570815114,6.32732797179406,4.3417295684867,6.10486967023917,6.90836504103572,2.40656329226567,241.675300387024,0.852701042108492,1
"127",1.63888866405746,8.2876105522902,8.98889938312095,1.21669844094868,5.0650824173772,3.89679928297937,90.4589154354062,6.10345605062321,1
"128",3.02206893349608,6.20922467821779,8.74098985465025,4.00881656087677,5.11648020019948,3.91153198012034,244.798984194958,4.40461952115129,1
"129",2.77952669183833,8.34485329683944,1.36274557036813,8.34914012739318,5.71341592307363,1.563350335623,74.8018303605886,6.07446893586712,1
"130",3.77309535242889,7.95521012775698,2.43967655004326,6.56485402343151,8.27053093634277,5.1443826078912,198.732518141537,8.52352872665051,1
"131",2.64005565850211,6.78208245309579,2.10222380628238,1.09520255724419,3.02473925958111,2.31469218842449,258.079146864161,7.83500070998798,1
"132",3.93245573555041,6.46976396699547,1.283620609629,5.8432538433226,2.1825470672411,6.57941408469924,78.9065231020095,5.95298200065372,1
"133",1.24266133556766,6.97322337674095,4.51864375748755,3.10606171398831,3.42715148188745,5.41404285241697,187.980026284094,9.53701893231027,1
"134",2.704764969811,8.03686828669879,2.89474059680742,0.533301702525932,4.03020415464198,8.76920321331909,256.881826158974,3.15859175175774,1
"135",0.762434012489757,7.22745727252282,1.85247437006637,1.40456871026345,2.82586973381513,3.14408652648126,122.680190220035,2.21571753011631,1
"136",1.45010592649064,6.95332372454222,2.81538631597869,6.91804587489514,3.52552261605979,5.76162207958077,220.457207375589,6.49465318798775,1
"137",2.76447380276145,5.9413810968495,5.58347050466182,4.95124377696357,6.26006283287097,8.06089161877935,244.466370695654,8.49127965465414,1
"138",1.43395576765388,6.12603255716035,7.8333655602728,7.35676721008076,6.97944146978898,6.69209867326572,108.735080157799,3.69873989664484,1
"139",3.04685835797595,8.67688302621914,4.1262686908567,9.2217059712948,5.93110640042596,7.2161073372763,77.4835963982832,5.39872539395674,1
"140",1.07525900461565,7.1940930950901,2.54147224043663,7.21181460489788,4.41453250865834,6.35732950990132,94.9044191476241,0.591190301029201,1
"141",1.22833952220644,7.96659442945534,6.58455349334872,2.283406255101,2.11621473684772,1.30695501337414,127.446155321077,7.10637183239214,1
"142",3.60244169563593,7.45087912915983,3.83205489258671,4.45543364957302,5.80809586752366,9.93558264421154,119.183858331749,2.97087249244214,1
"143",1.16248218947985,7.83298233388414,3.31698227004381,5.8846776993596,1.34927496345881,1.85226707370475,211.549178415789,2.54786011566011,1
"144",4.1734725242376,7.87058872398875,0.481131447563712,3.09294659770785,5.45012707269052,4.81424516988227,239.032816336903,3.39329690428258,1
"145",2.13933197301253,7.31023848712962,4.31783161838212,4.72629503247845,4.80350052884205,4.07246866031528,56.0038706978094,5.5826787588876,1
"146",4.05789939895549,6.15606125461536,3.55917752388905,1.71823495518765,8.93090601511176,3.98798256160262,185.427097960373,1.40104034339402,1
"147",2.07928679332022,6.5819017370759,7.10085606886878,1.50097032298163,2.53262902224378,7.36363212821288,293.422242652391,7.5836451721807,1
"148",1.25096598446926,8.9222267395674,5.83654402254069,6.42140436301361,2.91082299900154,4.83990488433392,131.552113273356,5.52338649189096,1
"149",1.99869210421016,6.89782734404421,7.56819981599619,5.35125054460877,8.98373289753181,8.47510071978377,117.297192419783,9.39382789345473,1
"150",3.51970632841303,8.3194117495465,7.28943262958637,8.8149914882888,9.52510828737104,5.33673710614494,209.942563474783,3.34088311063624,1
"151",4.23585502194564,8.02632358348537,0.742120712507131,7.15372890507297,7.70212585885929,5.55341572732232,292.727571516234,1.71689982178577,1
"152",3.86767888277423,7.59980367356225,2.06369207367061,7.56989383738528,3.26700473633082,4.55896909184503,95.2552053415366,3.06418376344027,1
"153",0.934945147430244,5.44995983962604,8.65512874371689,7.64181939389346,6.75389927329888,7.04653062839043,133.533841660583,8.69380048543462,1
"154",4.31358632973233,8.24535783477118,9.04227594356598,6.77787047105085,2.62257414602118,1.73953258407892,239.863815622925,6.6325662267991,1
"155",2.13248569837519,7.21795793713445,8.85610609906507,6.28502576975279,2.47228055015512,2.90317518836218,220.006894029552,5.43211710777086,1
"156",4.57048335176978,8.40485839232356,5.7084370586108,3.40971980778249,9.34733688495271,5.20179392417958,212.514100171898,3.00117595128086,1
"157",4.80784280582338,7.44226080171697,8.78259441117279,3.16472873853854,3.17150760491131,4.02740610287765,126.153116927835,5.06620781536185,1
"158",3.34596877594336,8.72400747976453,6.12431897668102,8.80460692340421,4.6564251854079,7.58113975938159,224.842527571277,0.917720301767986,1
"159",1.71187230153469,8.21335557862972,9.04556037007751,6.492668837368,8.33450953124157,5.09478847485298,139.874100674178,7.18612617069539,1
"160",1.56642098857674,6.0610321709501,3.43483702045887,9.07422738527202,8.10664445397379,4.71883212898774,137.721197261721,3.86898157457836,1
"161",0.39408196809768,7.62210679239629,3.24540735472056,2.57584438691993,6.62874626058056,6.85690281019106,72.9328769508038,7.31076015215876,1
"162",1.26060247465107,5.85741689437741,0.99157706513779,1.95416696426037,1.56039396124015,4.93132008245993,240.565943293818,5.13704130291899,1
"163",3.43365190906538,6.3994531448061,7.9750190742061,2.60335380940433,5.08320507100507,7.55814016452405,69.7182515258737,5.90577426865821,1
"164",1.83662475445826,7.53453049883101,4.82930913013206,0.565947831146332,3.76475450381804,8.01718399652145,30.0431177570999,5.73688852810847,1
"165",1.99190477114307,8.00565353432962,6.67909558301744,8.32189040993853,8.71713675604497,0.296279635313113,154.939616013958,2.60129328556104,1
"166",0.446798253119823,6.17385245849305,6.4621846117916,5.91312571955768,1.64660667067892,5.92824873742757,40.4870229927064,8.78352600959261,1
"167",1.64281123944606,7.43025818994652,7.31519435677455,7.36510844451914,8.20769937883142,4.15591645136374,259.141937056797,2.1955757597334,1
"168",3.71975902405115,6.83873270122435,6.35133106890862,7.92833440021695,1.57828161336965,7.96394424762639,297.167964733958,2.76346380685482,1
"169",1.86242201690943,5.88756838207819,8.28507701068247,4.11556461529017,1.40967958667261,0.985789619553543,102.898928502891,3.43431825307562,1
"170",1.69462516729814,5.34832227541078,1.19688094884623,2.06301512504069,6.69526125121138,1.80352289790335,18.9301306995503,2.04127067047921,1
"171",2.93786308381359,5.56920712053297,6.54390485340627,7.88751683912324,4.69790532785737,5.22701354220317,165.26419280498,7.77649149667013,1
"172",2.84074715375991,6.89617422801393,1.01065725101307,6.13065977841416,1.96285802604507,1.40437093096352,186.084205128991,0.939689430165345,1
"173",4.82857748380602,6.59659215595184,1.93300527209885,4.12723402250776,8.9643129854403,8.53167126744665,107.902851386325,6.07000928867819,1
"174",4.13971529703226,6.36006054675977,4.63716782256142,9.90258217249448,3.47558283429407,3.96297159911228,170.031535424555,4.38370798172855,1
"175",2.52222751607087,7.56844722847504,0.218528023101499,8.31675362684109,8.9877231003311,4.25212043042848,86.7355147520902,2.42734038110029,1
"176",2.0096944135395,5.67674828561762,5.29414747218652,5.63260908402754,6.05500187714824,1.10839924849643,204.081519246702,5.54120548787978,1
"177",3.15373909616928,8.48498459910052,5.02882899866563,1.69771275925541,4.48734813806368,0.105030432214335,253.369664363054,5.99343356209374,1
"178",2.34403778420551,7.89486668669729,3.96626327127251,5.57566075115574,6.56714139427095,8.93216371301151,213.815698805124,6.64836626504439,1
"179",3.75592397193045,5.97546695700694,3.66370283215019,4.63445546656203,6.48535129240372,8.16163888031952,266.091869361553,2.47054264812959,1
"180",0.860718159430689,7.26055347140318,7.94257724277031,3.61647450331475,2.37935469143849,5.81755197027178,39.4205927960184,3.73770675135347,1
"181",0.598018107244706,8.27440279947877,2.36947272869202,8.77673382035482,4.34185993963638,6.39112606786512,105.697603417452,7.32559604400194,1
"182",0.927215011592488,8.15128271627864,3.824109165339,3.55766040101571,7.95534002662862,8.28158842596622,203.495104532622,1.43238652984564,1
"183",2.99082057466976,7.47234886386532,1.10873556131537,3.81407578450307,7.20133571577662,8.08390587829763,38.7075253656167,6.97934934094519,1
"184",1.30630302965778,5.55890972261086,6.43194738653619,6.44856559560594,9.23056350876323,5.18247018889269,269.198940610377,4.07488443376678,1
"185",1.91363084761601,8.20741739177506,5.89169113331081,7.92983861698758,1.07597829989572,2.74879324414997,194.472067500437,8.87079952007298,1
"186",2.02524160966514,6.73944815291602,1.81904986436166,3.30513240645814,2.95043573707972,8.96354968674132,97.8669350375458,7.98923038796602,1
"187",0.808452312395047,7.34846123832367,6.40287369980342,1.89362832140432,6.92577638494186,5.48801913549141,178.640973385777,5.46677571820965,1
"188",2.69485697893301,7.09594646573582,7.14215872626482,6.70862167043197,9.4477069470895,1.58209120698302,273.504776536265,9.09982137469797,1
"189",3.27575146633317,7.72267003030693,1.49502123560978,9.3421012540739,1.45941965048223,2.05663976545566,281.735700844083,7.91414680799335,1
"190",2.80194666352427,6.35544245689653,4.65404826527447,0.982413360984538,0.563910550026776,7.77266967306332,166.773202912186,6.41071597202426,1
"191",3.36600070135028,7.19980510227779,6.61082242233078,4.81026586237931,5.1381865117628,5.71383513646197,156.044568194725,9.47806738970939,1
"192",3.84129783770704,5.8726935554987,0.916290762179415,0.771069537645417,2.51624812555292,1.53259762905691,59.6874319124936,1.59821409167762,1
"193",1.40933787752501,7.76043853318415,6.29110220217626,9.16873459832004,0.808787098458197,2.71756272468338,46.3291705011625,8.0879004404278,1
"194",2.60606245816621,7.66660391473933,9.14767553423189,5.50807624993013,5.33011001164141,0.391785377264569,114.084481496975,2.63626359190312,1
"195",4.35250340456428,6.63768796612485,9.13182220514955,6.22059955512213,8.3697765060333,0.694313715275712,229.397376440438,1.42205094097335,1
"196",0.69745913993047,6.92611321666323,5.7442485778347,1.33539067613128,7.799258667701,0.975335239659216,175.289703932845,8.96294410104019,1
"197",4.02805451550103,5.53405313966614,5.19184135597698,3.25900910467681,2.00358021644661,8.68506585936757,266.816628075417,5.54882926511254,1
"198",0.731712853329008,7.71635636415249,8.84424352652331,6.99543214644564,7.6517967042264,9.12184809105838,50.0358099768164,1.02598073531226,1
"199",1.60970348825922,5.86359958479939,5.54329787080405,3.93578051076474,4.89692452671989,3.48315516397633,98.9448704785309,0.732947508868165,1
"200",4.37346812348692,5.4587343155436,3.89214042471394,2.49174637508531,1.14742248702441,9.21656572950724,41.9053032074498,8.63503933969241,1
"201",0.384916385341193,7.26538277145337,0.16565176243148,9.46213412603811,5.51908443901539,1.05308755255464,233.924508719256,6.37423671514625,1
"202",0.77239347153436,5.84846564410886,3.45215463006298,1.29352891025064,5.48364953961936,7.43453290255729,237.544041477181,0.885236550084301,1
"203",2.49042369496087,6.1412181621386,8.91843592201894,4.38873722600874,1.69651156022155,5.78739779073658,119.704145347428,1.24591274530758,1
